20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
21/06/2020,9:14 pm,Gotiya,hum wb kitnaa b bol le ki boycott china but agr deeo dive kre naa toh its actually not possible
21/06/2020,9:14 pm,Gotiya,bhai indians ese chutiye h... ek tik tok tk toh hoti ni uninstall
21/06/2020,9:14 pm,Gotiya,baaki toh ky hi krege
21/06/2020,10:12 pm,Tosiba,bbai tu unki soch ho soldiers faltu me mare
21/06/2020,10:12 pm,Tosiba,kya dosh tha unka
21/06/2020,10:13 pm,Tosiba,ab puri army maa chodne k liye tyar bethi h
21/06/2020,10:13 pm,Tosiba,china chudega
21/06/2020,10:20 pm,Anurag,Bhai war krna zruri isliye h kyuki ..south Asia countries ki izzat ka sawaal h agr ab bhi chup reh gye na to china south Asia m dominate krne lgega...
21/06/2020,10:20 pm,Anurag,War krna isliye zruri h.
21/06/2020,10:20 pm,Anurag,Aaj agr nepal jaisi chutia country bol pa rhi h na vo bhi china ki dalali pr.
21/06/2020,10:22 pm,Gotiya,bhai war krna jaruri h
21/06/2020,10:22 pm,Anurag,Vrna nepal ki aukaat nhi thi
21/06/2020,10:22 pm,Gotiya,i get it
21/06/2020,10:22 pm,Gotiya,but yeh soch ki abi ksa tym h
21/06/2020,10:22 pm,Anurag,Nhi zruri nhi h
21/06/2020,10:22 pm,Gotiya,already itti downfall mei h econony
21/06/2020,10:22 pm,Tosiba,time dkh k war thori hoti h yaar
21/06/2020,10:22 pm,Gotiya,or soch ky hga
21/06/2020,10:22 pm,Anurag,Vo PM pe depend krta h. But 1 aisa decision lo ki inki gaand phatt jaye
21/06/2020,10:23 pm,Tosiba,bhai sher ghayal ho to ye thori ki koi aake uski gand maar jayega
21/06/2020,10:23 pm,Gotiya,EXACTLY+
21/06/2020,10:23 pm,Gotiya,bhai jse korean govt ne kr rkha h naa
21/06/2020,10:23 pm,Tosiba,bhai army ko permission de di h
21/06/2020,10:23 pm,Tosiba,ab
21/06/2020,10:23 pm,Gotiya,limited hairstyles
21/06/2020,10:23 pm,Tosiba,ab china ne halki si bakchodi ki
21/06/2020,10:23 pm,Gotiya,saaf boldo bc indian apps ni chalegi
21/06/2020,10:23 pm,Gotiya,chahe kch b ho
21/06/2020,10:23 pm,Tosiba,to attack hoga seedha
21/06/2020,10:23 pm,Gotiya,tb mza aayega
21/06/2020,10:23 pm,Gotiya,jb phategi china ki
21/06/2020,10:23 pm,Tosiba,sab ready h
21/06/2020,10:24 pm,Tosiba,indo china border k sbhi ilake high alert pe h
21/06/2020,10:24 pm,Anurag,Pakistan ki economy 3saal pehle bhi down thi aaj unko loan sirf china de rha h. Kyu pta h? Because china southasia m strong banna chahta h.
21/06/2020,10:25 pm,Anurag,Pakistan ne jab 14 Feb ko  Pulwama attack kia tha na sirf 1 china hi madarchod desh tha jo usko terrorism hub nhi maan rha tha. Ab tu soch ku?
21/06/2020,10:26 pm,Anurag,Bhai ye weakness ka fayda uthate h
21/06/2020,10:26 pm,Anurag,Abhi india weak h tb hi inhone kyu mudda uthaya soch bhai soch
21/06/2020,10:27 pm,Tosiba,china russia se string bnna chahta h
21/06/2020,10:27 pm,Anurag,Ye cheeeni bhale hi chote h lkin dimag 10 guna zyada chlate h.
21/06/2020,10:27 pm,Gotiya,whi mne phle kaha
21/06/2020,10:27 pm,Gotiya,👆🏼
21/06/2020,10:28 pm,Gotiya,harami h
21/06/2020,10:28 pm,Tosiba,bhai to apan pakistan nhi h na
21/06/2020,10:28 pm,Gotiya,bhai china madarchod toh h
21/06/2020,10:28 pm,Gotiya,sbko pta h
21/06/2020,10:28 pm,Tosiba,jo chup beth jaye
21/06/2020,10:28 pm,Gotiya,or is tym esa h ki sb countries kilasi h china se
21/06/2020,10:28 pm,Tosiba,pakistan ko to gand chatne ki aadat h
21/06/2020,10:28 pm,Gotiya,bhai pta ni yr
21/06/2020,10:29 pm,RED,Economy jayegi india ki vese he 0 hai
21/06/2020,10:29 pm,Gotiya,mje toh is tym phli baar smjh ni aara sahi h ya glt
21/06/2020,10:29 pm,RED,After math bhoth bura hoga apna
21/06/2020,10:29 pm,RED,Ho jaye war
21/06/2020,10:29 pm,RED,Koi nai
21/06/2020,10:29 pm,Anurag,Bhai hum weak nhi h... Huma ye show krna h.. kyuki hum weak sshow ho gye na ye humari gaand mardenge. Humari army bhot strong h + experienced army h humare pe
21/06/2020,10:30 pm,RED,Hum weak hone ki baat nai h anurag
21/06/2020,10:30 pm,RED,War ka kharcha
21/06/2020,10:30 pm,Tosiba,aur bhai darr gye to china humesha darayega
21/06/2020,10:30 pm,Anurag,Koi parwah nhi h bhai 1 nuclear bhi gr jaye koi dikkat nhi but izzat kam nhi honi chahye
21/06/2020,10:30 pm,RED,Chal tu b theek h
21/06/2020,10:30 pm,Tosiba,china ne abhi sirf indian market pe kabza kiya h
21/06/2020,10:30 pm,Tosiba,tu sochra h
21/06/2020,10:30 pm,Tosiba,iske baad kya kya krega
21/06/2020,10:30 pm,Anurag,Nhi bhai koi kharcha nhi ye mat soch.
21/06/2020,10:30 pm,Tosiba,british ne india pe raaj kese kiya tha
21/06/2020,10:30 pm,Tosiba,pta h na
21/06/2020,10:31 pm,Tosiba,pehle trade kiya tha
21/06/2020,10:31 pm,Tosiba,east india company k naam se
21/06/2020,10:31 pm,Tosiba,fir daraya tha
21/06/2020,10:31 pm,Tosiba,dheere dheere india ki gand mar di thi
21/06/2020,10:31 pm,Tosiba,yehi china krega
21/06/2020,10:31 pm,Anurag,Bhai china mostly owns south Asia...
21/06/2020,10:32 pm,Tosiba,vohi
21/06/2020,10:32 pm,Anurag,Hong Kong,Tibet ,ko kabze m le chuka h
21/06/2020,10:32 pm,Tosiba,bhai kisi ki gulami se acha marna hota hai
21/06/2020,10:32 pm,Tosiba,kise se darne se acha marna hota h
21/06/2020,10:32 pm,Tosiba,fight back krna hota h
21/06/2020,10:32 pm,RED,😂😂😂 Bhai rhene de plz
21/06/2020,10:32 pm,RED,Garam khoon mera b h
21/06/2020,10:33 pm,Tosiba,tumhara garam ho ya na ho bhai army garam h abhi
21/06/2020,10:33 pm,Tosiba,army ready h
21/06/2020,10:33 pm,Anurag,Nhi bhai kharcha ki dikkat m reh gye na... Ye saale gulaam hi rkhenge
21/06/2020,10:33 pm,Tosiba,humare bolne se kuch nhi hoga
21/06/2020,10:33 pm,Tosiba,haa
21/06/2020,10:33 pm,Tosiba,british ne rkha tha jese
21/06/2020,10:33 pm,Gotiya,bhai support h apne ko russia se
21/06/2020,10:33 pm,Gotiya,dikkt kharche ki ni h
21/06/2020,10:33 pm,Tosiba,sari companies india ki China k pas hongi
21/06/2020,10:33 pm,Gotiya,kyuki woh toh ho jayega
21/06/2020,10:33 pm,Tosiba,puri india me china hoga bas
21/06/2020,10:33 pm,Gotiya,dikkt h consequences ki
21/06/2020,10:34 pm,Anurag,Bhai m vo nhi bol rha ki khoon garam hona zruri h.. m bus itna bol rha hu ki support ye hona chahiye ki jo bhi ho bus ready rho
21/06/2020,10:34 pm,Anurag,Chahe war ho ya na ho.
21/06/2020,10:34 pm,Anurag,Dominate humein hi krna h
21/06/2020,10:45 pm,RED,Chor jo hoga dekh lenge
21/06/2020,11:13 pm,RED,https://www.youtube.com/watch?v=XNMDD_77zW0
21/06/2020,11:25 pm,RED,Ghatak regiment ❤️
21/06/2020,11:25 pm,RED,Or gokha rifles
21/06/2020,11:25 pm,RED,Maine apne bhaiya se bhot suna h inke bare m
21/06/2020,11:25 pm,RED,❤️
21/06/2020,11:28 pm,RED,Jai hind yaar
21/06/2020,11:29 pm,RED,RIP for all the soldiers died
21/06/2020,11:48 pm,RED,https://zeenews.india.com/india/security-agencies-warn-of-terrorist-attack-on-delhi-city-put-on-high-alert-2291214.html
21/06/2020,11:49 pm,Gotiya,sbse tatti channel h
21/06/2020,11:49 pm,Gotiya,i dont trust it at all
21/06/2020,11:49 pm,Gotiya,not even 0.00000001%
22/06/2020,12:21 am,RED,😂😂😂
22/06/2020,12:21 am,RED,Good
22/06/2020,12:21 am,RED,Shit channel h
22/06/2020,12:22 am,RED,Mujhe lallantop youtube sai lagta h
22/06/2020,12:31 am,Anurag,Lallantop ,the print,the quint,wion.. ye sab best news channel h inko follow kra kro.
22/06/2020,12:31 am,Anurag,Tv ke channels chutia h
22/06/2020,12:31 am,Anurag,Tv m pro modi ya pro Gandhi m bata hua h media.
22/06/2020,12:36 am,RED,Lallantop pura investigate ke baad he dalta h cheez
22/06/2020,12:37 am,RED,Same
22/06/2020,7:47 pm,RED,https://www.youtube.com/watch?v=UJZlhCibqss
23/06/2020,1:43 am,Tosiba,<Media omitted>
23/06/2020,1:43 am,Tosiba,dkho is bhadwe ko
23/06/2020,1:44 am,RED,Han bhai
23/06/2020,1:44 am,Tosiba,bhai chutiya ye ladki h
23/06/2020,1:44 am,Tosiba,sahi btau to
23/06/2020,1:44 am,Tosiba,nhi to buddhe k pas pese k alava kya h
23/06/2020,1:48 am,RED,Alia
23/06/2020,1:48 am,RED,Oh han alia tho ranbir se chud rhi
23/06/2020,1:50 am,Tosiba,bc
23/06/2020,1:50 am,Tosiba,Bollywood randi khana h bhai
23/06/2020,1:50 am,Tosiba,mehnga gb road h
23/06/2020,1:50 am,Tosiba,Bollywood
23/06/2020,1:50 am,Tosiba,gb road aur sonagachi bhi fail h iske samne
23/06/2020,11:05 am,Anurag,Ye haram khor jab tv pe ye bol skta h ki iska crush iski badi beti pe tha
23/06/2020,11:05 am,Anurag,To or kya hi tum bologe
23/06/2020,11:05 am,Anurag,Bhai diseased person boldia isne to ssr ko
23/06/2020,11:30 am,Anurag,https://youtu.be/8Lp0VzQOqZQ
23/06/2020,11:31 am,Anurag,Bhai iss bande ko dekho yaar
23/06/2020,11:31 am,Anurag,Kitna masst Hindi bolta h
23/06/2020,11:31 am,RED,Tho bolte h
23/06/2020,11:31 am,RED,😂😂😂
23/06/2020,11:32 am,RED,I know some jap who speak fluent
23/06/2020,11:33 am,RED,India m b jap bolte h freq because of anime
23/06/2020,2:00 pm,Anurag,🤣 hn bhai
23/06/2020,2:04 pm,RED,ない？
23/06/2020,2:06 pm,RED,<Media omitted>
23/06/2020,2:06 pm,RED,video is ready
23/06/2020,2:06 pm,RED,btw
23/06/2020,4:25 pm,RED,Patanjali ne CORONIL
23/06/2020,4:25 pm,RED,Nikala h
23/06/2020,4:25 pm,RED,Lets see
23/06/2020,4:25 pm,RED,Bhai gilohi ka ras tho ham b pee the the
23/06/2020,4:25 pm,RED,1st day se
23/06/2020,4:57 pm,Tosiba,😂😂😂😂😂
23/06/2020,4:58 pm,RED,But people are recovering without medicines
23/06/2020,4:58 pm,RED,Though
23/06/2020,5:55 pm,Anurag,https://youtu.be/RByJ2SF-44c
23/06/2020,5:55 pm,Anurag,Baba ramdev to abhi bohot kuch nikale gilohi or ashwagandha flavour condom bhi layega vo abhi😁
23/06/2020,5:57 pm,Tosiba,😂😂😂😂😂
23/06/2020,5:58 pm,RED,😂😂😂
23/06/2020,5:58 pm,RED,Sanskari condom
23/06/2020,6:46 pm,Tosiba,boat chinese company h kya??
23/06/2020,6:47 pm,Anurag,Nhi
23/06/2020,6:48 pm,RED,Nop
23/06/2020,9:00 pm,RED,https://www.youtube.com/watch?v=6lrPggGiGaw
25/06/2020,10:02 pm,RED,Suno be
25/06/2020,10:02 pm,RED,Status dekho mera
25/06/2020,10:02 pm,RED,New video bnai thi
25/06/2020,10:09 pm,RED,<Media omitted>
25/06/2020,10:13 pm,Gotiya left
25/06/2020,10:52 pm,Tosiba,dkhli
25/06/2020,10:53 pm,Tosiba,mast hai🔥🔥
25/06/2020,10:53 pm,RED,Yo
25/06/2020,10:53 pm,RED,Upload kr sakte ho krna h tho
25/06/2020,10:54 pm,Tosiba,haa
25/06/2020,10:54 pm,Tosiba,tere papa ka test hua?
25/06/2020,10:54 pm,RED,Nah
25/06/2020,10:54 pm,RED,Abhi nai
25/06/2020,10:54 pm,RED,3 days more
25/06/2020,10:54 pm,RED,Gov ka rule h
25/06/2020,10:54 pm,RED,17 dsys new rule
25/06/2020,10:55 pm,Tosiba,acha
25/06/2020,10:55 pm,Tosiba,progress to badiya hogi vese
25/06/2020,11:00 pm,RED,han he is fine re
26/06/2020,9:33 pm,Anurag,https://youtu.be/ZPLWRIOd1ao
26/06/2020,9:33 pm,Anurag,Badass h yaar
26/06/2020,9:38 pm,Anurag,https://youtu.be/Zuv045dDkL0
27/06/2020,3:48 pm,Tosiba,arey yaar
27/06/2020,3:48 pm,Tosiba,muje aaj subah se mera gala khrab lag rha h
27/06/2020,3:48 pm,Tosiba,aur ac me thand lag rhi h
27/06/2020,4:03 pm,RED,Lol
27/06/2020,4:03 pm,RED,Normal
27/06/2020,4:03 pm,Tosiba,I hope normal hi ho
27/06/2020,4:04 pm,Tosiba,kyuki aaj hi esa hua h
27/06/2020,4:04 pm,Tosiba,ekdum se
27/06/2020,4:04 pm,Anurag,https://youtu.be/ry_rLhXlqeA
27/06/2020,4:04 pm,Anurag,Bhai iski gaand marli bechare ki
27/06/2020,4:05 pm,RED,Gand mraye bollywood
27/06/2020,4:05 pm,RED,Apna netflix and amazon ki series
27/06/2020,4:05 pm,RED,Best h
27/06/2020,4:05 pm,RED,Vha ek new series aai
27/06/2020,4:05 pm,RED,H
27/06/2020,4:05 pm,Anurag,Bhai tiddi agye
27/06/2020,4:05 pm,RED,Badi sai h
27/06/2020,4:05 pm,RED,Alt balaji is shit
27/06/2020,4:05 pm,Anurag,Dwarka m
27/06/2020,4:05 pm,Anurag,Pta chla
27/06/2020,4:05 pm,RED,News m?
27/06/2020,4:06 pm,Anurag,Nhi bhai sach m news m
27/06/2020,4:06 pm,Anurag,Deikha rhe they
27/06/2020,4:06 pm,Tosiba,chaman bahar??
27/06/2020,4:06 pm,Tosiba,jeetu bhya ki
27/06/2020,4:06 pm,Tosiba,bhai muje halka halka body pain bhi lag rha h
27/06/2020,4:07 pm,Anurag,Bhai muth kam maar.. abhi corona se ldna h.. sare white blood cells to mutthi m nikal jayenge
27/06/2020,4:07 pm,RED,Naak bhe rhi
27/06/2020,4:07 pm,Anurag,🤣
27/06/2020,4:07 pm,Tosiba,bhai muth nhi maar rha
27/06/2020,4:07 pm,RED,Vitamin c aur kada pee le
27/06/2020,4:07 pm,Tosiba,1 hafta ho gya
27/06/2020,4:07 pm,Tosiba,muth mare
27/06/2020,4:08 pm,Tosiba,thori thori
27/06/2020,4:08 pm,Anurag,To aaj marle zyada WBC badd gye. Free feel hoga
27/06/2020,5:20 pm,RED,😂
27/06/2020,8:50 pm,Tosiba,muje 102 fever ho gya yaar
27/06/2020,9:07 pm,RED,102?
27/06/2020,9:07 pm,RED,Abe cold hua hoga
27/06/2020,9:07 pm,Tosiba,abey chutiya h kyA
27/06/2020,9:08 pm,RED,Tu khi bhar tho ni gya na
27/06/2020,9:08 pm,Tosiba,me bolra hu fever h
27/06/2020,9:08 pm,Tosiba,thermometer se measure kiya h
27/06/2020,9:08 pm,Tosiba,body pain bhi h
27/06/2020,9:08 pm,Tosiba,mummy patti kr rhi h
27/06/2020,9:16 pm,RED,Abe
27/06/2020,9:16 pm,RED,Bhai khi gya tha kya?
28/06/2020,11:33 pm,Anurag,Robin bhosdike
28/06/2020,11:33 pm,Anurag,Dalle
28/06/2020,11:34 pm,Anurag,Lundure
28/06/2020,11:34 pm,Tosiba,robin madarchod
28/06/2020,11:50 pm,Anurag,Ab nhi krega ye
28/06/2020,11:50 pm,Anurag,🤣
29/06/2020,12:20 am,RED,kyu chud rhe ho bhadwo
29/06/2020,12:22 am,Tosiba,bhsdk tu ye bta
29/06/2020,12:22 am,Tosiba,aaj test tha na tere papa ka
29/06/2020,12:22 am,RED,nai kl hoga
29/06/2020,12:22 am,RED,re
29/06/2020,12:22 am,Tosiba,anurag ko aaj ka kyu bola fir dalle
29/06/2020,12:23 am,RED,ab govt se puch
29/06/2020,12:23 am,RED,kyu kr rhe h esa
29/06/2020,12:24 am,Tosiba,govt ne kya maa chudayi ab?
29/06/2020,12:26 am,RED,14 se 17 days
29/06/2020,12:26 am,RED,aur aaj sunday
29/06/2020,12:47 am,Tosiba,matlab sunday ko kisi ko corona ho jaye
29/06/2020,12:48 am,Tosiba,to gand mar jayegi uski
29/06/2020,12:48 am,RED,retest walo ke lie
29/06/2020,12:48 am,RED,monday to fri
29/06/2020,2:19 pm,Tosiba,kl raat ko normal lagra tha
29/06/2020,2:19 pm,Tosiba,ab firse fever ho gya
29/06/2020,2:35 pm,RED,Wtf
29/06/2020,2:36 pm,RED,Vitamin leta rhe
29/06/2020,3:16 pm,Tosiba,haa
29/06/2020,3:33 pm,RED,Aur kada
29/06/2020,3:33 pm,RED,Giloi ka
29/06/2020,3:58 pm,Tosiba,khaa rha hh
29/06/2020,3:58 pm,Tosiba,hu
29/06/2020,4:45 pm,RED,Goid
30/06/2020,12:14 pm,RED,Papa ko discharge kr dia
30/06/2020,12:14 pm,RED,Govt ne cerficate de dia
30/06/2020,12:15 pm,RED,Test ki jaroorat nai h
30/06/2020,12:15 pm,RED,But still hamne test karwaya h private
30/06/2020,12:15 pm,RED,And sham tak result ayega
30/06/2020,12:15 pm,RED,Ghar neeche ka sticker pata nai kab hat gya
30/06/2020,12:15 pm,Tosiba,badiya
30/06/2020,12:15 pm,RED,Tu bta bhai
30/06/2020,12:16 pm,RED,Tera?
30/06/2020,12:16 pm,RED,Kesa h fever?
30/06/2020,2:25 pm,Tosiba,relief h thora
30/06/2020,2:27 pm,RED,Badia
30/06/2020,2:27 pm,RED,Thermometer
30/06/2020,2:27 pm,RED,Sath rakh
30/06/2020,4:38 pm,RED,<Media omitted>
30/06/2020,4:38 pm,RED,Install it and delete
30/06/2020,4:41 pm,RED,https://play.google.com/store/apps/details?id=com.boycott.removechinsesapp
01/07/2020,12:49 am,Anurag,https://youtu.be/brUEX58jIRY
03/07/2020,9:48 am,Anurag,https://youtu.be/lZ7UyQrUdTM
03/07/2020,9:48 am,Anurag,Ye kya akhandta h yar
03/07/2020,12:40 pm,RED,https://www.youtube.com/watch?v=jYfV98BBz24
03/07/2020,12:40 pm,RED,leli carry ki
03/07/2020,12:40 pm,RED,hahahah
03/07/2020,12:40 pm,RED,facts
03/07/2020,4:06 pm,Anurag,🤣
03/07/2020,4:06 pm,Anurag,Chidori
03/07/2020,4:37 pm,Anurag,https://youtu.be/M1LQCxlhCho
03/07/2020,4:37 pm,Anurag,Dekho bhai lode lg gye
03/07/2020,5:37 pm,RED,watching
03/07/2020,5:42 pm,Anurag,Bhai same mere relative ke sath bhi hua tha..
03/07/2020,5:46 pm,RED,btaya tha tune manali m
03/07/2020,5:46 pm,RED,abhi b chal rha h shayad case
03/07/2020,5:46 pm,RED,arrange na karo
03/07/2020,5:46 pm,RED,XD
03/07/2020,5:49 pm,Anurag,Bhai kuch mat kro bus randi chodo khussh rho.
03/07/2020,5:49 pm,Anurag,Aaj kl ghaple baji h bhot
03/07/2020,5:49 pm,Anurag,Robin tu chalegana?
03/07/2020,5:50 pm,Anurag,Tune bola tha yaaad h?
03/07/2020,10:25 pm,Anurag,https://www.facebook.com/106178374070868/posts/289483302407040/?sfnsn=wiwspwawes&extid=ft8qQ5lhnm3aKoA3&d=w&vh=e
03/07/2020,10:25 pm,Anurag,Ye dekhio bhai ... uttarakhand vale bhi prnk krrhe h
03/07/2020,11:02 pm,RED,Lol
03/07/2020,11:27 pm,Anurag,Or btha robin
03/07/2020,11:27 pm,Anurag,Kya krta h aaja kal.
03/07/2020,11:28 pm,Anurag,Mutthi marta h?
04/07/2020,3:02 am,RED,Ni
04/07/2020,2:22 pm,Anurag,<Media omitted>
04/07/2020,2:25 pm,RED,https://www.youtube.com/watch?v=ylBKskcSsFI&feature=youtu.be
04/07/2020,2:25 pm,RED,dekh
04/07/2020,2:25 pm,RED,share mat krna
04/07/2020,2:25 pm,RED,unlisted h
04/07/2020,2:25 pm,RED,@919650713357
04/07/2020,2:30 pm,Anurag,Sahi h yaar
04/07/2020,2:30 pm,Anurag,Mzaa agya
04/07/2020,2:30 pm,RED,pakka?
04/07/2020,2:31 pm,Anurag,hn bhai. But tune vo nhi dala market vala?
04/07/2020,2:31 pm,RED,konsa market?
04/07/2020,2:31 pm,Anurag,Market m beech m jo video Bnai thi
04/07/2020,2:31 pm,RED,hai tho
04/07/2020,2:31 pm,Anurag,Vo bhi achi thi
04/07/2020,2:31 pm,RED,timelapse
04/07/2020,2:31 pm,Anurag,Sahi h yaar mzaa agya dekh kr
04/07/2020,2:31 pm,Anurag,Refresh ho gya dimag mera
04/07/2020,2:32 pm,Anurag,Harsh ko dikhai?
04/07/2020,2:32 pm,RED,han usse b sai lagi
04/07/2020,2:32 pm,RED,khe rha tha
04/07/2020,2:32 pm,RED,4 minute kb nikal gye pta nai chala
04/07/2020,2:49 pm,Tosiba,haa video to mast hai
04/07/2020,2:57 pm,RED,thanks
04/07/2020,10:18 pm,RED,Channel sub kr dena mera
04/07/2020,10:19 pm,RED,https://m.youtube.com/channel/UCPgwCtDFhjA87WzWZX3Qtjg
05/07/2020,2:41 pm,Anurag,https://youtu.be/BERDuJpA7z4
06/07/2020,1:16 pm,RED,youtu.be/0uMvJz2j3ng
07/07/2020,9:28 am,Anurag,This message was deleted
08/07/2020,12:32 am,RED,https://youtu.be/1CP8jxIi7os
08/07/2020,12:32 am,RED,Ek ek baat correctly boli
08/07/2020,9:18 am,RED,Milna h?
08/07/2020,1:52 pm,Tosiba,kaha?
08/07/2020,4:16 pm,RED,Tere bddy m
08/07/2020,11:03 pm,Tosiba,ghr vale nikalne nhi dete bhai bahar bilkul bhi
08/07/2020,11:03 pm,Tosiba,lagta h isbaar ese hi jayega bday
08/07/2020,11:12 pm,RED,Lol sad
09/07/2020,1:57 am,Tosiba,kal dc jana h muje
09/07/2020,1:57 am,Tosiba,laptop me dikkt aa gyi h
09/07/2020,1:58 am,RED,Oye anurag
09/07/2020,1:59 am,Tosiba,dc hi mil lete h
09/07/2020,1:59 am,Tosiba,lekin aaoge kese
09/07/2020,1:59 am,RED,Pero se
09/07/2020,1:59 am,Tosiba,public transport mat use kro
09/07/2020,1:59 am,Tosiba,personal vehicle se jugad kro
09/07/2020,2:00 am,RED,Walk krke ayenge
09/07/2020,10:18 am,RED,Anu ka reply na ave
09/07/2020,11:59 am,RED,https://www.youtube.com/watch?v=LqBfAX_vyFo
09/07/2020,12:07 pm,Anurag,Gaand m dum h itni dhupp m lauda murjha jayega
09/07/2020,12:08 pm,Tosiba,aur gand bhi jal jayegi
09/07/2020,12:13 pm,Anurag,Video achi h robin👌🏻 motivational
09/07/2020,12:15 pm,RED,Hn
09/07/2020,7:57 pm,Anurag,https://youtu.be/3hL9H_S4BwY
09/07/2020,7:57 pm,Anurag,Bhai isne to hath m hi dedia
09/07/2020,7:57 pm,Anurag,Baccho ke
10/07/2020,2:27 am,Anurag,https://youtu.be/5Sugz3FvLOg
19/07/2020,6:43 pm,RED,<Media omitted>
19/07/2020,6:47 pm,Tosiba,enjoy
19/07/2020,6:48 pm,RED,Home made
19/07/2020,6:49 pm,RED,Chicken mono
19/07/2020,6:49 pm,Tosiba,badiya h bhai
20/07/2020,1:16 pm,RED,https://www.youtube.com/watch?v=HflKthxcBM0
21/07/2020,10:44 am,RED,Dekhi
21/07/2020,10:44 am,RED,?
21/07/2020,7:01 pm,Anurag,Hn bhai bhenka loda mera naam badnaam kr ra h
21/07/2020,7:02 pm,RED,Lol
13/12/2020,9:12 pm,RED,Hi
13/12/2020,9:13 pm,You added Gotiya
13/12/2020,9:13 pm,RED,Hi
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,9:13 pm,You changed the subject from "ABCD" to "ARTH"
13/12/2020,9:13 pm,Tosiba,<Media omitted>
13/12/2020,11:34 pm,Tosiba,pauch gye na bhai sab ghr
13/12/2020,11:34 pm,Tosiba,zinda
13/12/2020,11:35 pm,RED,Dant pad rhi h bhas
13/12/2020,11:36 pm,Gotiya,ha han bhai
13/12/2020,11:36 pm,Gotiya,bss galiyaan incoming
13/12/2020,11:37 pm,Anurag,M pahunch gya
13/12/2020,11:37 pm,Anurag,Galiyan incoming excuses going
13/12/2020,11:37 pm,Tosiba,🤣🤣
13/12/2020,11:37 pm,Tosiba,muje na padi daant
13/12/2020,11:38 pm,Anurag,Bhai
13/12/2020,11:38 pm,Anurag,Pics bhej
13/12/2020,11:38 pm,Anurag,Saari
13/12/2020,11:38 pm,Anurag,India gate vali jo Robin ke status pe h.
13/12/2020,11:38 pm,Tosiba,bhj to rkhi h
13/12/2020,11:38 pm,Anurag,Bhai m fb pe daal rha hu fir next year we'll remember this day
13/12/2020,11:38 pm,Tosiba,mene daal di h bhai
13/12/2020,11:38 pm,Tosiba,already
13/12/2020,11:39 pm,Tosiba,me daal rha hu
13/12/2020,11:39 pm,Anurag,India gate vali.
13/12/2020,11:39 pm,Tosiba,tag krke tumhe
13/12/2020,11:39 pm,Anurag,Tag krdio fir m nhi dalunga
13/12/2020,11:39 pm,Tosiba,haa india gate vali dali h
13/12/2020,11:39 pm,Tosiba,fb khol
13/12/2020,11:39 pm,Tosiba,usi time daaldi thi
13/12/2020,11:40 pm,Anurag,<Media omitted>
13/12/2020,11:40 pm,Anurag,Bhai ye
13/12/2020,11:40 pm,Anurag,Bol rha hu
13/12/2020,11:40 pm,Tosiba,acha
13/12/2020,11:40 pm,Gotiya,bhai @917503478845 video b bhejde
13/12/2020,11:40 pm,Anurag,Tushar han ye vaki
13/12/2020,11:40 pm,Gotiya,choti waali
13/12/2020,11:40 pm,Tosiba,ruk ye bhi dalta hu
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,RED,<Media omitted>
13/12/2020,11:40 pm,Gotiya,<Media omitted>
13/12/2020,11:40 pm,Tosiba,<Media omitted>
13/12/2020,11:44 pm,Tosiba,<Media omitted>
13/12/2020,11:44 pm,Tosiba,@919650713357
13/12/2020,11:44 pm,Tosiba,pic bhi daldi
13/12/2020,11:44 pm,Tosiba,aur caption dkh
13/12/2020,11:45 pm,Anurag,Arey ❤️ bhai mza aa gya
13/12/2020,11:46 pm,Tosiba,❣️
13/12/2020,11:47 pm,Gotiya,bhai ek number👏🏼👏🏼
13/12/2020,11:59 pm,RED,👏🏻👏🏻👏🏻
14/12/2020,11:31 am,RED,Bc aaj thand h bc ya mujhe he lag rhi h?
14/12/2020,12:21 pm,Tosiba,hai bhsdk
14/12/2020,1:06 pm,Gotiya,bc meri phatt rhi h thand se
